school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,subject
,,15.0,U,GT3,T,4.0,3.0,teacher,other,reputation,mother,1.0,2.0,0.0,False,False,False,False,,True,True,False,4.0,4.0,1.0,1.0,1.0,1.0,0.0,12.0,13.0,14,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,health,health,other,father,,1.0,0.0,False,True,True,False,True,True,True,False,5.0,4.0,2.0,1.0,1.0,5.0,0.0,11.0,12.0,12,portuguese
GP,M,16.0,U,LE3,T,4.0,2.0,teacher,other,course,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,False,4.0,5.0,1.0,1.0,3.0,,0.0,12.0,,14,portuguese
GP,M,16.0,U,LE3,T,2.0,2.0,other,other,reputation,mother,2.0,2.0,,False,True,False,True,True,True,True,False,5.0,,4.0,2.0,4.0,5.0,2.0,10.0,,10,portuguese
GP,F,15.0,R,GT3,T,2.0,4.0,services,health,course,mother,1.0,3.0,0.0,True,True,False,True,True,True,True,False,4.0,3.0,2.0,1.0,1.0,5.0,2.0,,11.0,10,portuguese
GP,F,16.0,U,GT3,T,2.0,2.0,services,services,home,mother,1.0,1.0,0.0,False,True,False,False,False,True,True,False,1.0,2.0,2.0,1.0,3.0,5.0,6.0,10.0,11.0,12,portuguese
GP,M,15.0,U,GT3,,2.0,2.0,other,other,home,mother,,1.0,0.0,False,True,False,False,True,True,True,False,4.0,2.0,2.0,1.0,2.0,5.0,8.0,11.0,,12,portuguese
GP,M,15.0,U,GT3,T,4.0,2.0,health,services,other,mother,1.0,1.0,0.0,False,False,False,False,True,True,True,False,2.0,2.0,4.0,2.0,4.0,1.0,0.0,,11.0,11,portuguese
GP,M,16.0,U,LE3,A,3.0,4.0,services,other,home,mother,1.0,2.0,0.0,True,True,True,True,True,True,True,False,5.0,3.0,3.0,1.0,1.0,5.0,2.0,12.0,12.0,13,portuguese
GP,M,16.0,U,GT3,T,4.0,4.0,teacher,teacher,home,mother,1.0,2.0,0.0,False,,True,True,True,True,True,True,4.0,4.0,5.0,5.0,5.0,5.0,4.0,12.0,11.0,12,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,health,,home,mother,1.0,2.0,0.0,False,True,True,False,False,True,True,False,5.0,4.0,2.0,3.0,4.0,5.0,0.0,10.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,services,services,reputation,mother,2.0,2.0,0.0,False,True,False,True,True,True,True,False,4.0,3.0,1.0,1.0,1.0,5.0,2.0,15.0,15.0,15,portuguese
GP,M,15.0,R,GT3,T,4.0,3.0,teacher,at_home,course,mother,1.0,,0.0,False,True,False,True,True,True,True,True,4.0,5.0,2.0,1.0,1.0,5.0,0.0,13.0,14.0,15,portuguese
GP,M,15.0,U,LE3,T,3.0,3.0,other,other,course,mother,1.0,2.0,0.0,False,False,False,True,False,True,,False,5.0,3.0,2.0,1.0,1.0,2.0,0.0,13.0,12.0,12,portuguese
GP,M,16.0,U,GT3,T,3.0,,other,other,,mother,1.0,1.0,0.0,False,True,False,False,False,True,True,False,5.0,4.0,3.0,1.0,1.0,,4.0,12.0,12.0,12,portuguese
GP,F,15.0,U,GT3,T,2.0,3.0,other,other,other,father,2.0,1.0,0.0,,True,False,True,True,True,False,False,3.0,5.0,1.0,1.0,1.0,5.0,,,11.0,11,portuguese
,M,15.0,U,LE3,T,4.0,3.0,teacher,services,home,mother,1.0,3.0,0.0,False,True,False,True,True,True,True,False,5.0,4.0,3.0,1.0,1.0,4.0,0.0,14.0,14.0,14,portuguese
GP,M,,,GT3,A,4.0,4.0,other,teacher,reputation,mother,2.0,3.0,0.0,False,True,False,True,True,True,True,True,2.0,4.0,3.0,1.0,,5.0,4.0,,13.0,13,portuguese
GP,F,15.0,R,GT3,T,3.0,4.0,services,health,course,mother,,3.0,0.0,True,True,False,True,True,True,True,False,4.0,3.0,2.0,1.0,1.0,5.0,2.0,11.0,12.0,12,portuguese
GP,F,15.0,R,GT3,T,2.0,2.0,at_home,other,reputation,mother,1.0,1.0,0.0,,True,False,True,True,True,False,False,4.0,3.0,1.0,1.0,1.0,2.0,8.0,14.0,,12,portuguese
GP,F,16.0,U,LE3,T,2.0,,other,other,home,mother,2.0,2.0,0.0,False,,False,True,False,True,True,True,,3.0,3.0,1.0,2.0,3.0,16.0,11.0,11.0,10,portuguese
GP,M,,U,LE3,T,4.0,4.0,teacher,other,home,other,1.0,1.0,0.0,False,True,False,False,False,True,,True,5.0,4.0,3.0,2.0,4.0,5.0,8.0,10.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,services,teacher,course,father,1.0,2.0,0.0,False,True,False,True,True,True,True,False,4.0,3.0,,1.0,,5.0,0.0,14.0,15.0,15,portuguese
GP,M,15.0,U,GT3,T,2.0,2.0,services,,course,father,1.0,1.0,0.0,True,True,False,False,True,True,True,False,5.0,4.0,,1.0,1.0,1.0,0.0,9.0,10.0,10,portuguese
GP,F,16.0,U,LE3,T,2.0,2.0,other,at_home,course,,2.0,2.0,1.0,,False,False,True,True,True,True,False,4.0,3.0,3.0,2.0,2.0,,14.0,10.0,11.0,11,portuguese
GP,F,15.0,U,LE3,A,4.0,3.0,other,other,course,mother,1.0,2.0,0.0,,True,True,True,True,True,True,True,,2.0,2.0,1.0,1.0,5.0,4.0,10.0,,11,portuguese
GP,F,16.0,U,LE3,A,3.0,3.0,other,services,home,,1.0,2.0,0.0,False,True,False,False,True,True,True,False,2.0,3.0,5.0,1.0,4.0,3.0,6.0,13.0,12.0,13,portuguese
GP,M,16.0,U,GT3,T,4.0,3.0,health,services,reputation,mother,1.0,4.0,0.0,False,False,False,True,True,True,True,False,4.0,2.0,2.0,1.0,1.0,2.0,2.0,17.0,17.0,17,portuguese
GP,M,15.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1.0,,0.0,False,True,False,False,True,True,False,False,4.0,3.0,3.0,2.0,2.0,5.0,4.0,11.0,12.0,13,portuguese
GP,F,15.0,U,GT3,T,4.0,4.0,services,teacher,other,father,1.0,2.0,0.0,True,True,False,True,False,True,True,,4.0,4.0,4.0,1.0,1.0,3.0,2.0,,12.0,12,portuguese
GP,F,16.0,U,LE3,T,2.0,2.0,services,services,course,mother,3.0,2.0,0.0,False,True,False,False,True,True,True,False,4.0,3.0,3.0,2.0,3.0,4.0,0.0,14.0,13.0,13,portuguese
GP,F,15.0,U,LE3,T,4.0,2.0,health,,,mother,1.0,2.0,0.0,False,True,False,False,True,True,True,False,4.0,3.0,3.0,1.0,1.0,5.0,0.0,16.0,14.0,16,portuguese
GP,M,15.0,U,LE3,A,4.0,2.0,health,health,other,father,2.0,1.0,0.0,,False,False,False,True,True,False,,5.0,5.0,5.0,3.0,4.0,,4.0,10.0,9.0,9,portuguese
GP,F,15.0,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,1.0,0.0,True,True,False,False,True,True,True,False,3.0,3.0,4.0,2.0,3.0,5.0,0.0,13.0,12.0,12,portuguese
GP,F,15.0,U,LE3,A,3.0,3.0,other,other,other,mother,1.0,1.0,0.0,False,False,False,False,True,True,True,False,5.0,3.0,4.0,4.0,4.0,1.0,0.0,13.0,12.0,13,portuguese
GP,F,16.0,U,GT3,A,2.0,1.0,other,other,other,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,True,5.0,3.0,4.0,1.0,1.0,2.0,2.0,12.0,13.0,12,portuguese
GP,F,15.0,U,GT3,A,4.0,3.0,services,services,reputation,mother,1.0,2.0,0.0,False,True,False,True,True,True,True,False,,3.0,2.0,1.0,1.0,1.0,0.0,15.0,14.0,15,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,False,True,False,True,True,True,False,False,3.0,2.0,2.0,1.0,1.0,5.0,8.0,15.0,15.0,16,portuguese
GP,M,15.0,U,LE3,T,1.0,2.0,other,at_home,home,father,1.0,2.0,0.0,True,True,False,True,True,True,True,False,4.0,3.0,2.0,1.0,1.0,5.0,0.0,14.0,,14,portuguese
,F,16.0,U,GT3,T,4.0,2.0,services,other,course,mother,1.0,2.0,0.0,False,True,True,False,True,True,,False,4.0,2.0,,1.0,,5.0,2.0,16.0,15.0,16,portuguese
GP,F,16.0,R,GT3,T,4.0,4.0,health,teacher,other,mother,1.0,,0.0,False,True,False,True,True,True,False,False,,4.0,4.0,2.0,3.0,4.0,0.0,17.0,16.0,16,portuguese
GP,F,16.0,U,GT3,T,1.0,1.0,services,services,course,,4.0,1.0,0.0,True,True,False,True,False,True,True,True,5.0,,5.0,5.0,5.0,5.0,0.0,10.0,10.0,16,portuguese
GP,F,16.0,U,LE3,T,1.0,2.0,other,services,reputation,father,1.0,2.0,0.0,True,False,False,True,True,True,True,False,4.0,4.0,3.0,1.0,1.0,1.0,0.0,13.0,13.0,10,portuguese
GP,F,16.0,U,GT3,T,4.0,3.0,teacher,health,home,mother,1.0,3.0,0.0,True,,False,True,True,True,True,False,3.0,4.0,4.0,2.0,4.0,4.0,0.0,14.0,13.0,13,portuguese
GP,F,15.0,U,LE3,T,4.0,3.0,services,,reputation,father,1.0,2.0,0.0,True,False,False,True,True,True,True,True,4.0,4.0,4.0,2.0,4.0,2.0,0.0,13.0,12.0,12,portuguese
GP,F,16.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,3.0,2.0,0.0,False,True,False,,True,True,True,False,5.0,4.0,3.0,1.0,2.0,1.0,2.0,16.0,15.0,16,portuguese
GP,M,15.0,U,GT3,A,4.0,,other,services,reputation,mother,1.0,,0.0,False,True,False,True,False,True,True,True,1.0,3.0,3.0,5.0,5.0,3.0,0.0,11.0,12.0,12,portuguese
GP,F,16.0,U,GT3,T,3.0,1.0,services,other,course,mother,1.0,4.0,0.0,True,True,False,False,True,True,True,False,4.0,3.0,3.0,1.0,2.0,5.0,0.0,10.0,9.0,10,portuguese
GP,F,15.0,R,LE3,T,2.0,2.0,health,services,reputation,mother,2.0,2.0,0.0,True,True,False,False,True,True,True,False,4.0,1.0,3.0,1.0,3.0,4.0,0.0,,10.0,11,portuguese
GP,F,15.0,R,LE3,T,3.0,1.0,other,other,reputation,father,2.0,4.0,,False,True,False,False,False,True,True,False,4.0,4.0,2.0,2.0,3.0,3.0,6.0,15.0,15.0,15,portuguese
GP,M,16.0,U,GT3,T,3.0,1.0,other,,reputation,father,2.0,4.0,0.0,False,True,,False,True,True,True,False,4.0,3.0,2.0,1.0,1.0,5.0,2.0,13.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,4.0,2.0,other,other,course,mother,1.0,4.0,0.0,False,False,,False,,True,True,False,3.0,3.0,3.0,1.0,1.0,3.0,0.0,11.0,9.0,10,portuguese
GP,F,15.0,R,GT3,T,1.0,1.0,other,other,reputation,mother,1.0,2.0,0.0,True,True,False,False,False,True,True,True,3.0,3.0,4.0,2.0,4.0,5.0,2.0,13.0,11.0,11,portuguese
GP,M,16.0,U,,T,3.0,,other,other,reputation,mother,1.0,1.0,0.0,False,False,False,True,True,True,False,False,5.0,3.0,2.0,2.0,2.0,5.0,0.0,13.0,13.0,14,portuguese
GP,F,16.0,U,GT3,,3.0,3.0,other,services,home,mother,1.0,2.0,0.0,True,True,False,True,True,True,True,False,4.0,3.0,3.0,2.0,4.0,5.0,4.0,11.0,11.0,11,portuguese
GP,M,,U,GT3,T,4.0,3.0,teacher,other,home,mother,1.0,2.0,0.0,False,,False,True,True,True,True,False,4.0,3.0,3.0,2.0,3.0,5.0,0.0,11.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,4.0,0.0,teacher,other,course,mother,2.0,4.0,0.0,False,,False,True,True,True,,False,3.0,4.0,3.0,1.0,1.0,1.0,0.0,12.0,,11,portuguese
GP,F,16.0,U,GT3,T,2.0,2.0,other,other,reputation,,,4.0,0.0,,False,False,False,True,True,True,True,5.0,2.0,3.0,1.0,3.0,3.0,1.0,13.0,13.0,13,portuguese
GP,M,,U,GT3,T,2.0,1.0,other,other,home,mother,2.0,1.0,3.0,True,True,False,True,True,,,False,4.0,5.0,1.0,1.0,1.0,3.0,0.0,9.0,9.0,10,portuguese
GP,,16.0,U,GT3,T,3.0,4.0,at_home,other,course,mother,1.0,2.0,0.0,False,True,False,False,True,True,True,False,2.0,4.0,3.0,1.0,2.0,3.0,14.0,12.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,2.0,3.0,other,services,course,father,1.0,1.0,0.0,True,True,False,True,False,True,True,True,3.0,2.0,2.0,1.0,3.0,3.0,0.0,11.0,11.0,12,portuguese
GP,,15.0,U,GT3,T,2.0,3.0,other,other,home,mother,1.0,3.0,0.0,True,False,False,False,False,True,,False,5.0,3.0,2.0,1.0,2.0,5.0,2.0,10.0,9.0,9,portuguese
GP,F,15.0,U,LE3,T,3.0,2.0,,other,reputation,mother,1.0,2.0,0.0,False,True,False,False,True,True,True,False,4.0,4.0,4.0,1.0,1.0,5.0,4.0,12.0,11.0,11,portuguese
GP,M,15.0,U,LE3,T,2.0,2.0,services,services,home,mother,2.0,2.0,0.0,False,False,True,True,True,True,True,False,5.0,3.0,3.0,1.0,3.0,,2.0,13.0,12.0,13,portuguese
GP,F,15.0,U,GT3,T,1.0,1.0,other,other,home,father,1.0,2.0,0.0,False,True,False,True,False,True,True,False,4.0,3.0,2.0,2.0,3.0,4.0,2.0,13.0,12.0,12,portuguese
GP,F,15.0,U,GT3,T,4.0,4.0,services,services,reputation,father,2.0,2.0,0.0,False,False,False,False,True,True,True,True,4.0,4.0,4.0,2.0,3.0,5.0,4.0,12.0,11.0,12,portuguese
GP,F,16.0,U,LE3,T,2.0,2.0,at_home,other,course,mother,1.0,2.0,0.0,,True,False,False,True,True,False,False,4.0,3.0,,1.0,2.0,,6.0,13.0,11.0,11,portuguese
GP,,15.0,U,GT3,T,4.0,2.0,other,other,reputation,mother,1.0,3.0,0.0,False,True,False,True,True,True,True,False,5.0,3.0,3.0,1.0,3.0,,4.0,15.0,15.0,15,portuguese
GP,M,16.0,U,GT3,T,2.0,2.0,services,other,reputation,father,2.0,2.0,0.0,False,False,False,True,False,True,True,False,4.0,4.0,2.0,,1.0,3.0,6.0,12.0,10.0,11,portuguese
,M,16.0,U,LE3,A,4.0,4.0,teacher,health,reputation,mother,1.0,2.0,0.0,False,True,False,False,True,True,False,False,4.0,1.0,3.0,3.0,5.0,5.0,6.0,9.0,9.0,10,portuguese
GP,F,16.0,U,GT3,T,3.0,3.0,other,other,home,mother,1.0,3.0,0.0,False,True,False,False,True,True,True,True,4.0,3.0,3.0,1.0,3.0,4.0,2.0,9.0,11.0,11,portuguese
GP,F,15.0,U,GT3,T,4.0,3.0,services,other,reputation,,1.0,1.0,0.0,False,False,False,True,True,True,True,False,4.0,5.0,5.0,1.0,3.0,1.0,6.0,14.0,13.0,13,portuguese
GP,F,16.0,U,LE3,T,3.0,1.0,other,other,home,father,1.0,2.0,0.0,True,True,False,False,True,True,False,,3.0,,3.0,2.0,3.0,2.0,0.0,12.0,13.0,12,portuguese
GP,F,16.0,U,GT3,T,4.0,2.0,teacher,services,home,mother,2.0,2.0,0.0,False,True,False,True,True,True,True,False,5.0,3.0,,1.0,1.0,1.0,2.0,13.0,,14,portuguese
GP,M,15.0,U,LE3,T,2.0,2.0,services,health,reputation,mother,1.0,4.0,0.0,False,,False,,True,True,True,False,4.0,3.0,4.0,1.0,1.0,4.0,2.0,11.0,12.0,12,portuguese
GP,F,15.0,R,GT3,T,1.0,1.0,at_home,other,home,mother,2.0,4.0,0.0,True,True,True,True,True,True,True,False,3.0,,2.0,,1.0,,4.0,13.0,13.0,13,portuguese
GP,M,16.0,R,GT3,T,4.0,3.0,services,other,reputation,mother,2.0,1.0,,True,True,True,True,False,True,True,False,3.0,3.0,3.0,1.0,1.0,4.0,6.0,9.0,11.0,11,portuguese
,F,16.0,U,GT3,T,2.0,1.0,other,other,course,mother,1.0,2.0,0.0,False,True,False,False,True,True,False,True,4.0,3.0,5.0,1.0,1.0,5.0,0.0,13.0,12.0,12,portuguese
GP,F,16.0,U,GT3,T,4.0,4.0,other,other,reputation,mother,1.0,1.0,0.0,False,False,False,True,False,True,True,False,5.0,3.0,4.0,1.0,2.0,1.0,4.0,12.0,,13,portuguese
GP,F,16.0,,,T,4.0,3.0,other,at_home,course,mother,1.0,3.0,,True,True,False,False,True,True,True,,5.0,3.0,5.0,1.0,1.0,3.0,2.0,12.0,13.0,13,portuguese
GP,,16.0,U,GT3,T,4.0,4.0,services,services,other,mother,1.0,1.0,0.0,True,True,False,True,True,True,True,False,4.0,5.0,5.0,5.0,5.0,4.0,12.0,9.0,9.0,8,portuguese
GP,M,16.0,U,,T,4.0,4.0,services,teacher,other,father,1.0,3.0,0.0,False,True,False,True,True,True,True,True,4.0,4.0,3.0,1.0,1.0,4.0,0.0,16.0,16.0,16,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,services,other,course,mother,1.0,1.0,0.0,False,True,True,True,False,True,True,False,5.0,3.0,3.0,1.0,1.0,5.0,2.0,12.0,13.0,12,portuguese
GP,F,15.0,U,,T,3.0,2.0,services,other,home,mother,2.0,2.0,0.0,True,True,False,False,True,True,True,False,4.0,3.0,5.0,1.0,1.0,2.0,16.0,11.0,10.0,10,portuguese
GP,M,15.0,U,GT3,A,,,services,other,course,mother,1.0,2.0,0.0,False,True,,True,True,True,True,False,5.0,4.0,4.0,1.0,1.0,1.0,0.0,16.0,16.0,16,portuguese
GP,F,15.0,U,GT3,A,3.0,3.0,other,health,reputation,father,1.0,4.0,0.0,True,False,False,False,True,True,False,False,4.0,3.0,3.0,1.0,1.0,4.0,10.0,10.0,10.0,10,portuguese
GP,F,15.0,U,GT3,T,2.0,2.0,other,other,course,mother,1.0,4.0,0.0,True,,False,False,True,True,True,False,5.0,1.0,2.0,1.0,1.0,3.0,4.0,10.0,10.0,10,portuguese
GP,M,16.0,U,GT3,,3.0,3.0,services,other,home,father,1.0,3.0,0.0,False,True,False,True,True,True,True,False,5.0,3.0,3.0,,1.0,5.0,4.0,13.0,14.0,14,portuguese
GP,M,15.0,R,GT3,T,4.0,,other,other,home,father,4.0,4.0,0.0,False,True,,True,True,True,True,True,1.0,3.0,5.0,3.0,5.0,1.0,8.0,12.0,10.0,11,portuguese
GP,F,16.0,U,LE3,T,4.0,4.0,,health,other,mother,,3.0,0.0,False,,False,True,True,True,True,True,5.0,4.0,5.0,1.0,1.0,4.0,2.0,15.0,15.0,14,portuguese
GP,M,15.0,U,LE3,A,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,,False,False,False,True,True,True,True,False,5.0,5.0,3.0,1.0,1.0,4.0,4.0,13.0,14.0,14,portuguese
GP,F,16.0,R,,T,3.0,3.0,services,other,reputation,father,1.0,3.0,0.0,True,True,False,True,True,True,True,False,4.0,1.0,2.0,1.0,1.0,2.0,4.0,11.0,,11,portuguese
GP,F,16.0,U,GT3,T,2.0,2.0,at_home,other,home,mother,1.0,2.0,1.0,True,False,False,True,True,True,True,False,3.0,1.0,2.0,1.0,1.0,5.0,12.0,8.0,10.0,10,portuguese
GP,M,15.0,U,LE3,,4.0,2.0,teacher,other,course,mother,1.0,1.0,0.0,False,False,False,False,True,,True,False,3.0,5.0,2.0,1.0,1.0,3.0,10.0,18.0,17.0,18,portuguese
GP,M,15.0,R,GT3,T,2.0,1.0,health,services,reputation,mother,1.0,2.0,0.0,False,False,False,True,True,True,True,True,5.0,4.0,2.0,1.0,1.0,5.0,4.0,10.0,9.0,10,portuguese
GP,M,16.0,U,GT3,T,4.0,4.0,teacher,teacher,course,father,1.0,2.0,0.0,False,True,False,True,True,True,True,False,5.0,4.0,4.0,1.0,2.0,5.0,6.0,16.0,14.0,14,portuguese
GP,M,15.0,U,GT3,T,4.0,4.0,other,teacher,reputation,father,2.0,2.0,0.0,False,,False,True,True,True,False,False,4.0,4.0,3.0,1.0,1.0,2.0,4.0,16.0,,16,portuguese
GP,M,16.0,U,GT3,T,3.0,3.0,,services,home,father,2.0,1.0,0.0,False,False,False,,True,True,True,False,5.0,4.0,2.0,1.0,1.0,5.0,6.0,14.0,14.0,15,
GP,M,17.0,R,GT3,T,1.0,3.0,other,other,course,father,3.0,2.0,1.0,False,True,False,True,True,True,True,False,5.0,2.0,4.0,1.0,4.0,5.0,14.0,12.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,3.0,4.0,,other,reputation,father,1.0,1.0,0.0,False,False,False,False,True,True,,False,3.0,4.0,3.0,1.0,2.0,4.0,2.0,14.0,13.0,14,portuguese
GP,F,15.0,U,GT3,T,1.0,2.0,at_home,services,,mother,1.0,2.0,0.0,False,False,False,False,False,True,True,False,3.0,2.0,3.0,1.0,2.0,1.0,0.0,14.0,14.0,14,portuguese
GP,M,15.0,,GT3,T,,2.0,services,services,home,father,1.0,4.0,,False,True,False,True,True,True,,False,5.0,5.0,4.0,1.0,2.0,5.0,6.0,14.0,13.0,13,
GP,F,16.0,U,LE3,T,2.0,4.0,,health,course,father,2.0,2.0,0.0,False,True,False,True,True,True,True,True,4.0,2.0,2.0,1.0,2.0,5.0,2.0,14.0,12.0,13,portuguese
GP,M,16.0,U,GT3,T,4.0,4.0,health,,course,mother,1.0,1.0,0.0,False,True,False,True,True,True,True,False,,4.0,4.0,1.0,4.0,5.0,4.0,12.0,,13,portuguese
GP,F,16.0,U,GT3,T,2.0,2.0,other,other,home,mother,1.0,2.0,,False,False,False,False,True,True,True,True,,4.0,4.0,1.0,1.0,5.0,0.0,12.0,11.0,11,portuguese
GP,M,15.0,U,GT3,T,3.0,4.0,,services,home,father,1.0,1.0,0.0,True,False,False,False,True,True,True,False,5.0,5.0,5.0,3.0,,5.0,2.0,9.0,9.0,9,portuguese
GP,F,15.0,U,LE3,A,3.0,4.0,other,other,home,mother,1.0,2.0,0.0,True,False,False,True,True,True,True,True,5.0,3.0,2.0,1.0,1.0,1.0,0.0,10.0,11.0,11,portuguese
GP,F,19.0,U,GT3,T,0.0,1.0,at_home,other,course,other,1.0,2.0,2.0,False,True,False,False,False,False,False,False,3.0,4.0,2.0,1.0,1.0,5.0,0.0,9.0,10.0,11,portuguese
GP,M,16.0,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,1.0,1.0,0.0,False,False,False,True,True,True,True,False,3.0,5.0,5.0,2.0,5.0,4.0,8.0,14.0,14.0,15,portuguese
GP,M,16.0,U,GT3,T,2.0,3.0,other,other,course,mother,2.0,3.0,0.0,False,True,False,False,False,True,True,True,3.0,2.0,3.0,2.0,2.0,1.0,4.0,13.0,12.0,13,portuguese
GP,F,15.0,R,GT3,T,3.0,4.0,services,teacher,course,father,2.0,3.0,0.0,False,True,False,False,True,True,True,True,4.0,2.0,2.0,2.0,2.0,5.0,0.0,10.0,11.0,12,portuguese
GP,F,18.0,U,GT3,T,2.0,,services,other,reputation,mother,1.0,2.0,3.0,False,True,False,True,True,False,True,True,5.0,4.0,5.0,1.0,3.0,5.0,10.0,10.0,9.0,8,portuguese
GP,F,17.0,U,LE3,A,2.0,1.0,other,other,course,mother,3.0,1.0,0.0,False,True,False,False,True,True,True,False,3.0,2.0,2.0,1.0,2.0,5.0,8.0,11.0,10.0,11,portuguese
GP,F,15.0,U,GT3,T,1.0,1.0,at_home,other,course,mother,3.0,1.0,0.0,False,True,False,True,False,True,True,True,4.0,3.0,3.0,1.0,2.0,4.0,6.0,,12.0,13,portuguese
GP,F,17.0,U,LE3,T,2.0,2.0,other,other,course,father,1.0,1.0,0.0,False,True,False,False,True,True,True,True,3.0,4.0,4.0,1.0,3.0,5.0,2.0,13.0,12.0,12,portuguese
GP,F,16.0,U,GT3,A,3.0,4.0,services,other,course,father,1.0,1.0,0.0,False,False,False,False,True,True,,False,,2.0,1.0,1.0,4.0,5.0,12.0,15.0,13.0,14,portuguese
GP,M,16.0,U,GT3,T,2.0,1.0,at_home,other,,mother,4.0,1.0,0.0,False,False,False,False,True,True,False,False,3.0,2.0,1.0,1.0,1.0,2.0,,9.0,,11,portuguese
GP,F,16.0,U,GT3,A,2.0,2.0,other,other,home,mother,1.0,1.0,1.0,False,False,False,False,True,True,False,False,5.0,3.0,4.0,1.0,1.0,5.0,12.0,13.0,,11,portuguese
,M,15.0,R,GT3,T,3.0,4.0,at_home,teacher,course,mother,4.0,2.0,0.0,False,True,False,False,True,True,False,True,5.0,3.0,3.0,1.0,1.0,5.0,2.0,12.0,11.0,11,portuguese
GP,F,15.0,U,GT3,T,4.0,4.0,services,at_home,course,,1.0,3.0,0.0,False,True,False,True,True,True,,True,4.0,3.0,3.0,1.0,1.0,5.0,4.0,13.0,14.0,15,portuguese
GP,M,17.0,R,GT3,T,,4.0,at_home,other,course,mother,3.0,2.0,0.0,False,False,False,False,True,,False,False,5.0,4.0,5.0,2.0,4.0,5.0,2.0,10.0,9.0,10,portuguese
GP,F,16.0,R,GT3,T,1.0,1.0,at_home,other,course,mother,4.0,2.0,0.0,,True,False,False,True,True,,False,5.0,1.0,3.0,1.0,,3.0,0.0,14.0,13.0,13,portuguese
GP,M,18.0,U,LE3,T,3.0,1.0,services,services,course,mother,2.0,1.0,0.0,False,False,False,True,True,True,,True,3.0,3.0,4.0,4.0,5.0,4.0,2.0,,11.0,12,portuguese
GP,F,18.0,U,GT3,A,3.0,2.0,other,services,course,other,1.0,3.0,0.0,False,True,False,,False,True,True,True,4.0,3.0,3.0,5.0,1.0,5.0,10.0,12.0,,11,portuguese
GP,F,16.0,R,GT3,T,1.0,1.0,other,services,reputation,mother,2.0,1.0,0.0,,True,False,True,True,True,False,True,3.0,3.0,3.0,1.0,2.0,1.0,8.0,,11.0,11,portuguese
GP,F,16.0,U,GT3,A,3.0,3.0,other,other,course,other,2.0,1.0,0.0,False,True,False,True,False,True,True,True,4.0,3.0,2.0,1.0,1.0,5.0,4.0,9.0,9.0,10,portuguese
GP,M,16.0,U,LE3,T,1.0,1.0,services,other,course,mother,1.0,2.0,2.0,False,False,False,False,True,True,False,,4.0,4.0,4.0,1.0,3.0,5.0,0.0,10.0,10.0,10,portuguese
GP,F,15.0,U,GT3,T,,4.0,teacher,teacher,course,mother,2.0,1.0,0.0,False,False,False,True,True,True,True,False,4.0,3.0,2.0,1.0,1.0,5.0,6.0,13.0,14.0,14,portuguese
GP,F,15.0,R,GT3,T,1.0,1.0,other,other,course,mother,3.0,1.0,1.0,False,False,False,True,True,True,True,True,5.0,5.0,5.0,1.0,1.0,1.0,2.0,8.0,9.0,9,portuguese
GP,M,15.0,U,GT3,T,4.0,3.0,teacher,services,course,father,2.0,4.0,0.0,True,True,False,False,True,True,True,False,2.0,2.0,2.0,1.0,1.0,3.0,6.0,9.0,11.0,11,portuguese
GP,F,15.0,U,GT3,A,,3.0,services,services,home,mother,,2.0,0.0,False,False,False,False,False,True,False,True,,3.0,2.0,2.0,3.0,1.0,24.0,9.0,8.0,9,portuguese
GP,M,16.0,U,GT3,T,4.0,4.0,services,services,course,mother,1.0,3.0,0.0,False,True,False,True,True,True,,False,5.0,3.0,3.0,1.0,3.0,5.0,0.0,15.0,13.0,13,portuguese
GP,M,16.0,U,LE3,T,2.0,2.0,services,services,reputation,father,2.0,1.0,0.0,False,True,False,True,True,True,True,False,2.0,,3.0,2.0,2.0,2.0,4.0,12.0,11.0,11,portuguese
GP,,15.0,U,,T,4.0,4.0,teacher,services,course,mother,1.0,,0.0,False,True,False,True,True,,True,False,4.0,2.0,2.0,1.0,1.0,5.0,2.0,13.0,,13,portuguese
